"","X.1","sciname","locname","howmany","obsdt","comname","db","query","species","genus","family","order","obsdt2","region","X","Y","week","weekNum"
"5888",151737,"Tringa melanoleuca","Sherwood Park--Centennial Park",2,"2017-09-05","Greater Yellowlegs","ncbi","Tringa melanoleuca","Tringa melanoleuca","Tringa","Scolopacidae","Charadriiformes",2017-09-05,"AB",4827184.60042997,2165297.74075336,2,5
"5889",151748,"Tringa melanoleuca","CA-AB-51021-51105 Range Road 210 (53.3749,-112.9511)Campbell lake bcc",8,"2017-09-04","Greater Yellowlegs","ncbi","Tringa melanoleuca","Tringa melanoleuca","Tringa","Scolopacidae","Charadriiformes",2017-09-04,"AB",4842490.79002905,2139025.98487581,1,5
"5890",151756,"Tringa melanoleuca","Boundary Bay - 64th Street, Delta",2,"2018-01-13 11:15","Greater Yellowlegs","ncbi","Tringa melanoleuca","Tringa melanoleuca","Tringa","Scolopacidae","Charadriiformes",2018-01-13,"BC",4011412.43208923,1981945.4607555,6,23
"5891",151758,"Tringa melanoleuca","St. Albert--Riel Wetlands--Nadeau Pond",1,"2017-09-22","Greater Yellowlegs","ncbi","Tringa melanoleuca","Tringa melanoleuca","Tringa","Scolopacidae","Charadriiformes",2017-09-22,"AB",4807695.453169,2179166.99048015,5,7
"5892",151759,"Tringa melanoleuca","Sherwood Park--Centennial Park",3,"2017-09-12","Greater Yellowlegs","ncbi","Tringa melanoleuca","Tringa melanoleuca","Tringa","Scolopacidae","Charadriiformes",2017-09-12,"AB",4827184.60042997,2165297.74075336,2,6
"5893",151762,"Tringa melanoleuca","Umbach Off-Leash Dog Park, Stony Plain",2,"2017-10-09","Greater Yellowlegs","ncbi","Tringa melanoleuca","Tringa melanoleuca","Tringa","Scolopacidae","Charadriiformes",2017-10-09,"AB",4784964.29617322,2180238.84876129,1,10
"5894",151765,"Tringa melanoleuca","Jackman Wetlands",1,"2017-10-30 13:00","Greater Yellowlegs","ncbi","Tringa melanoleuca","Tringa melanoleuca","Tringa","Scolopacidae","Charadriiformes",2017-10-30,"BC",4046474.43490916,1959716.54538112,1,13
"5895",151769,"Tringa melanoleuca","Boundary Bay - 104th St., Delta",1,"2017-12-26 14:25","Greater Yellowlegs","ncbi","Tringa melanoleuca","Tringa melanoleuca","Tringa","Scolopacidae","Charadriiformes",2017-12-26,"BC",4020001.2389005,1980774.65050586,2,21
"5896",151772,"Tringa melanoleuca","Agassiz--Tuyttens Rd. Wetlands",7,"2017-09-25 10:30","Greater Yellowlegs","ncbi","Tringa melanoleuca","Tringa melanoleuca","Tringa","Scolopacidae","Charadriiformes",2017-09-25,"BC",4101555.75529272,1956174.87191023,1,8
"5897",151774,"Tringa melanoleuca","Sherwood Park--Centennial Park",4,"2017-09-28","Greater Yellowlegs","ncbi","Tringa melanoleuca","Tringa melanoleuca","Tringa","Scolopacidae","Charadriiformes",2017-09-28,"AB",4827184.60042997,2165297.74075336,4,8
"5898",151775,"Tringa melanoleuca","Umbach Off-Leash Dog Park, Stony Plain",1,"2017-10-10","Greater Yellowlegs","ncbi","Tringa melanoleuca","Tringa melanoleuca","Tringa","Scolopacidae","Charadriiformes",2017-10-10,"AB",4784964.29617322,2180238.84876129,2,10
"5899",151782,"Tringa melanoleuca","Reifel Bird Sanctuary",2,"2017-12-13 14:51","Greater Yellowlegs","ncbi","Tringa melanoleuca","Tringa melanoleuca","Tringa","Scolopacidae","Charadriiformes",2017-12-13,"BC",4005117.17973462,1991652.37070744,3,19
"5900",151798,"Tringa melanoleuca","Sherwood Park--Heritage Wetlands Park",1,"2017-09-29","Greater Yellowlegs","ncbi","Tringa melanoleuca","Tringa melanoleuca","Tringa","Scolopacidae","Charadriiformes",2017-09-29,"AB",4829215.189829,2161734.57221178,5,8
"5901",151814,"Tringa melanoleuca","Hasse Lake Regional Park",1,"2017-09-04","Greater Yellowlegs","ncbi","Tringa melanoleuca","Tringa melanoleuca","Tringa","Scolopacidae","Charadriiformes",2017-09-04,"AB",4771388.15865796,2178094.44682276,1,5
"5902",151815,"Tringa melanoleuca","Sherwood Park--Heritage Wetlands Park",1,"2017-10-13","Greater Yellowlegs","ncbi","Tringa melanoleuca","Tringa melanoleuca","Tringa","Scolopacidae","Charadriiformes",2017-10-13,"AB",4829215.189829,2161734.57221178,5,10
